gene	CGC	OncoKB	2020Rule	CTAT	Oncogene	TSgene
CASP3	TSG					
TTC36						
SEC22A						
KCNF1						
NPAS2						TSG
INPP4B		TSG				TSG
TTC31						
LRRC7						
DNAJC10						
ZNF524						
CRELD1						
ETNPPL						
RTTN						
SLC18A1						
TGIF2LY						
COMMD7						
MAFA					ONC	
ARRDC4						
CCL15						
FAM186B						
FGF22						
SERPINA6						
ODF2L						
ZNF626						
DAP3						
TMEM135						
BLOC1S2						
SLC26A8						
APOL6						
FSCN1						
CHRM3						
COA3						
LCA5L						
FBXW10						
OR5P3						
CLLU1						
OR6C6						
SYT7						
TMEM131L						
HLA-G						
CENPX						
SNX4						
NCK2						
TUBG1						
GATA5						TSG
YIPF2						
SCN3A						
PBOV1						
FBF1						
PLCZ1						
NPHP4						
GABPA						
NUDT18						
RAPGEF6						
EZH1		ONC				TSG
OR7E24						
SNX10						
DEFB131						
LYVE1						
DMXL1						
LZIC						
FBXO9						
ZNF346						
CEP128						
LRRFIP1						
MPPED2						
SPPL2C						
E2F7						
S1PR1						
GREB1						
CDKL5						
C14orf177						
DEFB118						
ERV3-1						
TCEB3B						
NFASC						
CTTNBP2NL						
LCE3B						
SYT12						
ACAA2						
CKMT1B						
ABCA4						
SUFU	TSG	TSG				TSG
DOK6						
GLI2					ONC	
CEP126						
ZNF440						
RFX6						
DTX3L						
E2F3		ONC			ONC	
CD79B	ONC	ONC				
RRM1						
IQCB1						
MEOX2						
RBM28						
MFAP3L						
SETDB1	ONC	TSG/ONC			ONC	
FCRL4	ONC					
COMMD4						
RPRM						TSG
TMEM143						
KCNMA1						
ARHGEF1					ONC	
RETREG3						
ZNF324						
ARSF						
ARHGAP19						
ZNF585A						
DNAJA2						
ZNF91						
AQP12B						
DPP4						TSG
C16orf71						
SNAI1					ONC	
CDK3						
LRRC10B						
RAPGEF1						
TNN						
RNASE10						
INSRR						
PCIF1						
DDOST						
SCUBE2						TSG
TMEM132B						
GMPR2						
LARS2						
IER3						TSG
COL15A1						
BCL7B						
CRYGA						
LRIG2						
CYP4F8						
C6orf89						
MLLT1	ONC				ONC	
ZNF750				PSSIBLE_TSG		
CHST14						
C1orf189						
YY1		ONC			ONC	
AOX1						
INHA		TSG				
TMEM18						
IRS4	TSG/ONC					
GNAL						
SRI						
TPPP3						
CABLES1						TSG
LPAR5						
PLCL2						
FGFBP1						
ZNF317						
ABT1						
UBOX5						
SCUBE3						
IFIT2						
UCP2						
AXIN1	TSG	TSG	TSG	TSG		
NYAP2						
TMEM35A						
SUPT5H						
ATAD3B						
KRTAP9-4						
CASS4						
CFAP73						
CDH6						
CRBN		TSG				
ZNF7						
LPAR6						
COBL						
CNTNAP2	TSG					TSG
SPAG16						
ASPDH						
SLC35F5						
MOBP						
RASA1		TSG		TSG		
FAM120A						
SERPINB11						
MYL9						
GCH1						
PDRG1						
PCSK1						
MYO1E						
FKBP1A						
MUL1						
DEFB132						
NPY4R						
CCDC79						
RUNDC1						
C1R						
IFIT5						
PARP15						
BCHE						
HARBI1						
THOC7						
PTDSS2						
ARL5B						
ING4						TSG
MRNIP						
GPS1						
DR1						
AHCY						
CX3CR1						
IGF2BP3						
SLC22A16						
AQP5						
MED9						
TGFBR1		TSG				
RBM38						TSG
SLC22A4						
AEBP1						
TCL1A	ONC	ONC			ONC	
SLC26A1						
GHRH						
NHSL2						
OC90						
PXMP4						
GOLGB1						
MRAS					ONC	
CLEC4C						
ZNF420						
PLPPR3						
RREB1						
TFPI2						TSG
SART3					ONC	
RHOV						
LY6G6C						
OR10X1						
WISP1					ONC	
KIF26B						
SNX15						
GAREM1						
RSAD2						
ALDH1A1					ONC	
OLFM1						
SCTR						
NXPE3						
SPINT3						
OR2T10						
EMSY					ONC	
PDE1A						
SLC35A5						
BEST3						
CLDN15						
TCEAL1						
RAET1L						
C6orf118						
CRHR2						
FOXO4	TSG/ONC					TSG
TMEM212						
CMSS1						
HMBS						
PLEKHG3						
MXD3						
C11orf84						
HERC4						
CEP295						
NIP7						
PXYLP1						
LALBA						
CFAP58						
CECR1						
EGR4						
FAM124B						
POLH						
FEM1B						
TUBA8						
SUCO						
CSGALNACT1						
GABARAPL1						
TRIM3						TSG
ILK					ONC	TSG
ZNF708						
DNAJB12						
NAP1L5						
POLR2H						
PTP4A1					ONC	
CEACAM8						
CLLU1OS						
STX16						
JAG1						
CAPN1						
GCNT3						
JUN	ONC	ONC			ONC	
CASKIN1						
TMEM94						
FAM162B						
FEN1	TSG					
OR52H1						
TMEM218						
LRRC16B						
FLII						
SUMO2						
APOL4						
PCMT1						
LMO4					ONC	
KNTC1						
ZNF75A						
PDPK1						
DUSP26					ONC	TSG
TAS2R30						
DISP3						
CSN1S1						
BAI2						
MAP2K4	TSG/ONC	TSG		TSG		TSG
BORCS5						
ZNF221						
ITGA6						
RESP18						
LGALS2						
SEMA3F						TSG
FAM126A						
TMEM215						
CABCOCO1						
APH1A						
RSPH6A						
KCNAB3						
PRMT8						
MSLN						
STT3B						
SRPX						TSG
SELENOS						
MCAT						
LTF						TSG
LURAP1						
CST8						
P2RY4						
HPR						
DIMT1						
CDC7						
CD74	ONC					
PER1	ONC/TSG					
ZNF333						
DOCK5						
SECISBP2						
GZMH						
TMEM54						
GSTM5						
RAB11FIP5						
CHP2						
SCARF1						
PHF13						
TMEM97						
GFRA3						
ZNF189						
GATAD2B						
ZNF14						
COL8A2						
SFXN2						
HELT						
BMI1					ONC	
LIG3						
IL7R	ONC	ONC			ONC	
TMEM163						
ZNF217					ONC	
GAGE12I						
HSFX2						
KCNIP4						
PCSK7						
ZNHIT2						
CHD9						
CSH1						
TUBA1A						
BRICD5						
OR4P4						
C1QTNF2						
BGN						
AXL		ONC			ONC	
GUCY1A3						
ADIPOR2						
C2orf57						
DGKA						
TNK1						TSG
ACVR2B						
DCTD						
PRDM16	ONC				ONC	
EXOSC1						
NFKBIA		TSG				
LAYN						
FAM124A						
FGR					ONC	
RFX2						
DAK						
PDCD1		ONC				
BHMT						
ITGB1BP1						
RNF25						
INTS6L						
NTNG1						
PSMF1						
CYP3A4						
FAM234A						
RAB35		ONC				
ARL2BP						
PEX12						
ZNF823						
MDK						
SNTN						
CORO2A						
PRR34						
KRTAP5-7						
SPIRE2						
TRPV1						
SUMO1						
FAM83H						
NMT1						
NR1D1						
ZNF443						
MGAT4A						
GZMA						
DAPK1						TSG
KCNS1						
TAS2R41						
OR4F3						
RPLP2						
WDR11						TSG
UCHL3						
CCDC58						
FMN2						
DEFB129						
MYOM3						
SOGA3						
CALCB						
ARL16						
DEFB103A						
MXD4						
FBXW5						
ZNF268					ONC	
ANKHD1-EIF4EBP3						
IGFL4						
SLC4A7						
ZNF44						
LUC7L2						
SLC38A10						
TMEM99						
XBP1		ONC				
MED18						
OR51B4						
FOXD4L5						
SPRR1B						
SEPP1						
ATP11A						
GUCY2F						
LSM6						
ARF6						
TICRR						
PCDHGB6						
ARID3A		TSG			ONC	
PRUNE2						
MT2A						TSG
AIDA						
NECAB3						
CCDC71						
CSN3						
SFMBT1						
IPO13						
MRPS25						
MAP3K4						TSG
VCAM1						
NEDD8						
OR2B6						
MINDY4						
TMEM246						
SLC25A43						
GJC2						
COP1						
UMOD						
GSG2						
BOLA2						
GRAMD1B						
STAG1	TSG	TSG				
UGT1A3						
PCNP						
STX7						
NCCRP1						
APOBEC3C						
HLA-DRB1						
ZFYVE16						
ARHGAP42						
FABP3						TSG
PAX9						
BAGE3						
FOXP4						
PDHA1						
HSD3B2						
FAM198A						
SGSH						
DMRT2						
NOTCH2	TSG/ONC	TSG/ONC	TSG			TSG
C11orf42						
CRELD2						
MTHFSD						
ADGRA2						
WSB2						
ARX						
NTF3						
C6orf52						
BEGAIN						
BCL7A	ONC					
SEC11C						
PGAP1						
GTF2A1L						
HTRA2						TSG
DUSP5						TSG
TMEM59						
DSPP						
ATP1A3						
ZNF480						
TRIM45						
RNASEH1						
ITGA10						
ITSN1						
CCDC140						
TMEM41B						
COQ5						
DCDC2						TSG
EVX1						
LRRC19						
SURF4						
SENP3						
UNC13D						
FAM115C						
PBK					ONC	
LPAR2						
STAMBP						
ADAMTS5						
ZNF649						
ZNF790						
SOX8						
MIER1						
TUBA3D						
RBM6						TSG
ZNF770						
SMIM24						
ACSL1						
OSTC						
SCFD2						
CHIC2	ONC					
COPE						
OMG						
ZNHIT6					ONC	
APOBEC2						
PPIA						
ZNF862						
ZC3H4						
MYH14						
SLC2A3						
GRIN1						
ZFX						
FAM53B						
DENND2D						TSG
BCL2L11		TSG				TSG
MRPS33						
PDE6G						
CFAP69						
TNNT1						
WDR83						
BOK						
COPS8						
CYP26A1						
AP3B1						
ACO1						
GPR61						
FAM25A						
ARHGAP9						
WFDC3						
RPS6KA6						TSG
SAMD11						
STX5						
RPS6KC1						
ARSB						
DSTN						
PHGDH						
SUMO3						
MBD4						TSG
KCNK16						
MRPL15						
GSC						
E2F4						
FXN						TSG
TCF20						
AKAP17A						
EGR1		TSG				TSG
HIST1H2BK						
HDHD3						
FETUB						
YPEL2						
SPEN	TSG	TSG				
TMEM79						
CD300LF						
C22orf46						
PSMA5						
TRIM15						TSG
KDM7A						
PRH2						
TREML2						
SAAL1						
LIPH						
PTX3						
SALL3						
GRASP						
NIF3L1						
TMPRSS11D						
LTBP2						
KIAA2018						
HMHB1						
MYL6B						
PIGQ						
OR2AE1						
C8orf76						
HCAR1						
ALK	ONC	ONC	ONC		ONC	
CD200R1L						
PDZK1IP1					ONC	
FANCD2	TSG	TSG				
OR2D2						
SEC24C						
SKIV2L2						
DYRK3						
FCMR						
AKR1B10						
ZCCHC14						
FRMD3						
AAGAB						
SP140		TSG				
PRG4						
MS4A6E						
MFSD3						
PDE3B						
RPP21						
JRK						
ALPG						
GALNT11						
DEK	ONC	ONC			ONC	
CEP57						
RNASE1						
CEACAM18						
PLAC9						
SEC61G						
C17orf64						
ONECUT3						
ZNF260						
METTL16						
RAB1B						
ARHGAP29						TSG
SP2						
DPYSL4						
COL19A1						
SEPHS2						
METTL13						
HMGN2P46	ONC					
PIP5K1C						
BUB1B	TSG					
CTSA						
CCT3						
PYCARD						TSG
OR2M4						
RABL2A						
TENM2						
GRM1					ONC	
ZNF212						
DCUN1D5						
SRF						
OR8S1						
CATSPER3						
IFI27L1						
ITPR3						
GPR139						
ADCK5						
FAM84B						
PAX1						
CAPNS2						
ABCE1						
CSTF3						
NOA1						
SGPL1						
DNPH1					ONC	
ART1						
STATH						
DDC						
IL19						
CCDC104						
SEC23A						
C17orf104						
GALE						
PHF7						
CACNG2						
FGFR2	ONC	ONC	ONC	ONC	ONC	
SLX4		TSG				TSG
CELA3A						
ZNF8						
FSCN2						
SYF2						
HLA-DQB1						
MRC1						
TOPBP1						
GRM3	ONC					
C11orf40						
SWI5						
SCML1						
OR9G4						
RTF2						
OR5H2						
ANAPC4						
ATRN						
INF2						
ZNF155						
UBE3C					ONC	
TCHP						TSG
SLC7A13						
COL18A1						
MPST					ONC	
ERO1LB						
CIPC						
SULT1A4						
RAX						
NAF1						
PSMA1						
RAB25						TSG
REXO2						
C19orf12						
ARPC5L						
PTPRZ1						
SHISAL1						
MTIF3						
KIAA0556						
CCNK						
SPPL3						
SNAP23						
PROK2						
CHD1L					ONC	
SLC12A9						
PTPN18						
WFDC11						
ASIC2						
CHCHD3						
HMGCLL1						
LDOC1						
GPAT4					ONC	
RTDR1						
UQCC3						
PADI4						
HOXC6						
SYNM						TSG
PCBP4						
RDH10						
TNFAIP8L2						TSG
SLC4A5						
HOXC13	ONC					
C19orf71						
CD99						
FAM58A		TSG				
ABR						
HS1BP3						
MAMDC2						
DNAJC18						
UBQLNL						
C4BPB						
GPR101						
YEATS4					ONC	
OR6V1						
MEF2D						
DOLPP1						
CPNE6						
DCC						TSG
SLC22A24						
HERC2						
CARHSP1						
LRRC1						
OR13C3						
OR14J1						
RPS9						
ALS2CL						
SLC9A5						
SSX2	ONC				ONC	
RNF19B						
NEU3						
DEFB112						
PRR4						
KRT28						
CHMP3						
ALDH3B2						
GJA9						
CSRNP3						
PLEKHD1						
COX4I2						
ANOS1						
ZNF776						
GSPT2						
CHMP4A						
ITSN2						
AZGP1						TSG
PROKR1						
KRT35						
SRBD1						
COL1A1	ONC					
CBWD1						
TENT5A						
ZNF488						
IL2RA						
PPP2R2D						
MYCT1						
TMLHE						
PRR20D						
OR5B12						
SPATA33						
TMEM55B						
BCAS3						
STOM						
FKBP10						
CUTA						
ABCB10						
PTPRJ						TSG
WDR59						
C10orf105						
GATAD2A						
OR8G2						
MLST8						
NAGK						
ADGRF3						
SMIM11A						
CDK2AP2						
IQCD						
ZNF180						
HGC6.3						
TESC						
MOAP1						
MKL2					ONC	
KLHL18						
NETO1						
KIR2DL3						
ZBTB32						
SLC22A1						
KRTAP19-3						
ANKRD54						
IL9						
GPAM						
CASP8	TSG	TSG	TSG	TSG		TSG
FAM185A						
CCPG1						
DPH3						
HN1						
OR5AR1						
SMARCB1	TSG	TSG	TSG			
KRTAP10-9						
PSMB2						
HMX2						
SLC27A2						
ZNF107						
PDLIM4						TSG
GPR83						
CCL17						
C15orf57						
FAM71F2						
MZF1						
PHOX2B	TSG	TSG				
B3GNT3						
HLA-DRA						
P2RY10						
NTRK3	ONC	ONC			ONC	TSG
PCLAF						
CLCN3						
PRSS55						
TGIF2						
FOXD2						
IFNL1						
GNAT1						TSG
MAP3K21						
ACSBG2						
TBCC						
AGAP6						
CBX6						
FOXL2NB						
STK35						
CPA1						
GAGE10						
TBC1D19						
TSPAN17						
MCL1		ONC			ONC	
DMAC1						
CCNQ						
ARPC1A						
TET1	TSG/ONC	TSG				
SPANXN5						
EBF4						
OR10G2						
UBE2D1						
GID4						
NUPL2						
FAM9A						
CARD18						
ZNF169						
IL6R						
WDR18						
RPS29						
TSHZ1						
TMEM160						
FGFBP3						
EIF4E3						
TOR4A						
ZNF343						
IER3IP1						
AREG						
RANBP6						
TCTA						
PLA2G2F						
SAMD3						
UCN2						
TMEM98						
SLC24A4						
HIPK1						
CLEC16A						
C17orf75						
MYO3A						
TIGAR						
RGS16						
NSRP1						
RABGGTA						
APLF						
CRTAC1						
KRTAP2-2						
GRID2IP						
CRYAA						
ZNF761						
OR10S1						
RNF111				TSG		TSG
PSMB3						
CCDC130						
FRAS1						
PKD2L2						
CENPM						
GRM4						
ZNF234						
BMP2K						
NANOS2						
SEZ6						
QTRT1						
PET117						
ERBB2	ONC	ONC	ONC	ONC	ONC	TSG
MYCBP						
VPS4A						
SLC5A5						
STK39						
SPON2						
LLGL1						TSG
IGL	ONC					
TNRC6A						
SAP25						
SDK2						
GPR62						
LYG1						
TMEM125						
KCNQ1						
PRPF3						
TADA1						
CACNA1E						
TUBAL3						
WDR46						
RAB40C						
IRF1		TSG				TSG
ERCC6						
FANK1						
EVL						
CHST4						
SRSF8						
STAT2						
AMFR						
ZKSCAN2						
PDXDC1						
LYPD5						
ITIH5						
POFUT1						
RIOK2						
RPS12						
CD48						
C7orf69						
GFRA4						
THAP4						
CISD1						
TOGARAM1						
NF2	TSG	TSG	TSG	TSG		TSG
ASTL						
NOTO						
RBFOX3						
ATOH8						
CHN1						
PRPF18						
FSIP1						
ZNF354B						
FOXE3						
KRT37						
CATSPERE						
LCE3D						
CNTN1						
KLHL13						
PIGR						
XRCC1						
KIAA1919						
PRSS21						
C2orf66						
VPS37A						
HIF3A						
PTRH1						
C10orf12						
SPARCL1						TSG
ARHGEF40						
ZNF382						TSG
MAPK12						
SNF8						
MEGF8						
C8orf74						
OR10AD1						
RASGRP4						
FAM102A						
MAGEB18						
NUDT22						
APOF						
FOXJ2						
ZNF2						
SPRYD3						
SIGLEC15						
SET	ONC				ONC	
PTPRT	TSG	TSG				TSG
ARMC7						
EEF1AKMT3						
CRISP2						
C15orf59						
RPTOR		ONC				
C2orf15						
DPM3						
RAG1						
GUCA1B						
SPRR1A						
TRIM33	ONC/TSG					
CGB7						
LINGO3						
CYP2E1						
TRIP13		TSG/ONC				
TWNK						
PRAMEF22						
ZNF175						
MMP23B						
EXOSC3						
GNPDA2						
GPATCH1						
PDCD10						
RALGDS	ONC				ONC	
WDR48						TSG
FOLH1						
PCDHB14						
NRG1	ONC/TSG	ONC				
CDKN2A	TSG	TSG	TSG	TSG		
PFDN4						
TMEM139						
CD164						
ZNF688						
WASHC4						
KDM8						TSG
TNFSF12						TSG
CDKN2C	TSG	TSG		PSSIBLE_TSG		TSG
ERLIN1						
EBPL						
ALPK1						
SETD9						
MTERF3						
RPTN						
GABRA2						
GIPR						
UBAP1						
FGF18						
TUBB4B						
SLC25A37						
RABGAP1						
SMIM3						
RNLS						
NELFE						
RAD9A						
ANO7						
UBA5						
C5orf49						
CCDC178						
IFRD1						
IL2RB						
FAM53A						
WDPCP						
C11orf49						
OR1G1						
GAMT						
RYR1						
BTBD11						
KRTAP15-1						
RASA2						
SCGB2A1						
ZNF620						
INTS12						
RAB3GAP1						
OR10A3						
ZNF239						
DCAF4L1						
MALAT1	TSG/ONC					
GDNF						
HIST1H4H						
FAM177B						
FAM102B						
DCLK1						
MUC20						
CGGBP1						
AFF1	ONC				ONC	
CREG2						
ETFB						
RPL36AL						
POLD1	TSG	TSG				
BANF1						
NRDC						
IMP3						
NAA30						
DCDC1						
MCMDC2						
ANKRD30A						
COPZ1						
FAM117B						
C3orf52						
DPF2						
TMEM263						
ELMO1						
PSPH						
FXYD4						
DMKN						
SUMO4						
DPPA3						
OR5H6						
RUNX1	TSG/ONC	TSG	TSG	TSG	ONC	TSG
ALLC						
CNR2					ONC	
TRAP1						
FCN1						
NAA38						
TUBA1B						
NDUFA6						
VPS53						TSG
CLCN6						
MUC1	ONC				ONC	
DISC1						
TIMM10B						
HS3ST3B1						
XYLT2						
BTBD7						
NCF1						
NT5C3A						
ZC3H12A						
WDR19						
APOBEC3F						
NTN4						
OTUB1						
MAN1A1						
RMND1						
PLA2G5						
USHBP1						
RRP7A						
RIOX2						
DNAJC2						
TAS2R39						
MTMR6						
SF3B5						
HOXC9						
INPP5J						
OR1B1						
CNP						
APLP1						
EVC						
B9D2						
GADD45G						TSG
REL	ONC	ONC			ONC	
BCAR3						
EIF3I					ONC	
KCP						
DHFR						
CD3E						
MDC1						TSG
MKRN1						
FAM101B						
UBAC2						
PIGV						
NKX2-2						
PDC						
ANXA7						TSG
ZNF33A						
FOXF2						
NKX6-3						
ZC3H10						TSG
GNPTG						
DHRS7C						
ZNF800						
GH2						
LILRB5						
CHN2						
EGLN2						
PRL						
MARC2						
TTLL4						
C6orf163						
THAP5						
NXNL1						
ZNF10						
HOXA6						
CMTM3						TSG
CLEC9A						
ANKRD27						
CFL2						
C16orf87						
SMARCA5						
H3F3A	ONC	ONC	ONC	PSSIBLE_ONCOGENE		
LDHA						
LAD1						
LIPM						
SH3TC1						
CFAP221						
VTI1B						
SMARCA2		TSG				TSG
VEZF1						
ARHGEF11						
ZNF254						
CYP26B1						
HIST1H3E						
CLRN3						
WDYHV1						
DUS3L						
PNPT1						
SLC30A1						
AGAP4						
UBASH3B						
RGS6						
FKBP1B						
GRIK3						
ZNF418						
MTERF4						
ORM2						
FCAR						
PRMT2						
ZNF507						
GET4						
RFX3						
HOXC11	ONC					
AP3D1						
ZNF576						
ZMYND12						
IRGM						
TMEM267						
ZNF587						
PDK1						
CISH						
CHM						
ATF1	ONC	ONC			ONC	
TNFRSF8						
ARMH4						
SYNGR2						
TMEM104						
HAMP						
KLHDC2						
ASGR1						
ATOX1						
MCF2L2						
C16orf13						
IMPAD1						
TXK						
GGT5						
TRIM48						
CAMKK2						
GSTA3						
VSTM4						
SH3GLB1						TSG
COL9A1						
JKAMP						
DUSP4		TSG				
RNF208						
UTP6						
NCKAP5L						
DENND4C						
PLIN1						
ZFYVE20						
RBBP5						
ACTRT3						
OGN						
APOL1						
TMPRSS11A						TSG
SMARCD1	TSG					
RPL18A						
SMARCD3						
WFDC12						
HIST1H2AA						
ANGPTL2						
SEMA3E						
TBX3	TSG/ONC	TSG		PSSIBLE_TSG	ONC	
C2CD4D						
FAM131C						
TM4SF5						
RNASEL						TSG
ARL13B						
GTPBP1						
PDYN						
TDRD3						
PPM1E						
GPM6A					ONC	
SNX8						
DPCR1						
STK31						
KNSTRN	ONC					
CFAP74						
DTX2						
WBP2NL						
RAD52						
ANLN						
SMTN						
NEUROD2						
SUV39H1						
ZSCAN1						
RIPK4						
RHOXF2						
LIX1L						
GUCY1A1						
NARS2						
TFEB	ONC					
TBX19						
MID2						
CRHR1						
RAB23					ONC	
XAGE1B						
SOGA1						
SYCP1						
PF4V1						
ATP6V1F						
FNDC7						
LRFN2						
PSG3						
MACO1						
ENO1						
AHSA2						
PHOX2A						TSG
LGI2						
FIGNL1						
PLA2G2C						
PRR23A						
TNNT2						
EML1						
NT5DC1						
OR2A42						
RIDA						
RHOBTB1						
VPS4B						
HAPLN2						
BTBD6						
TET3		TSG				
FAM209A						
SMC1A	TSG	TSG				
NKPD1						
DEFB105B						
CAMK2G						
PCDHGA3						
SULT4A1						
DKK2						
ZCCHC18						
CADPS2						
KCNA6						
MPI						
POLR2J2						
CHRM5						
TNFRSF6B						
OR6C74						
FGGY						
CCNY						
UFD1						
SETMAR						
DNAJC24						
CDKN2AIPNL						
HMGXB4						
CTDNEP1						
ANKRD23						
FER						
FAM183A						
MTHFR						
WBP4						
C1orf159						
TMEM72						
PFN1						TSG
KIAA0754						
ALDH1L2						
CBLN2						
UQCRC1						
VWA5B1						
CD248						
NATD1						
AMIGO3						
HDAC3						TSG
HMGCS1						
SLA						
TSEN54						
SGOL2						
SLC5A7						
BDH1						
C1orf192						
HASPIN						
WDR31						
NGB						
WDR43						
ZNF474						
C2orf27B						
LGALS4						
NAIF1						
RNGTT						
PSMB8						
ATP5B						
CEBPB						
BTAF1						
DGKH						
COLGALT2						
DGCR6						
ZNF256						
CYB5R1						
SH3BP5						
ROBO1		TSG				TSG
RELB						
C20orf24						
AMACR						
TMEM236						
KRTAP9-2						
FBL						
OTOF						
DPH5						
CHST6						
EEF1AKMT2						
SLC16A5						
SAMM50						
GLMN						
SERP2						
PRC1						
GPR32						
PTH2						
NDUFA10						
NHLH2						
LY6K						
SMYD1						
USP51						
KCNA4						
PTCD3						
RNF183						
KCND1						
CLEC18C						
TRPS1						
FSTL4						
NCBP1						
DNPEP						
HIST1H2AG						
OR4F21						
AK2						
SRRM4						
SCO1						
FGF7						
SST						
GIMAP1						
EFTUD1						
DPP7						
KSR2		ONC			ONC	
HSD17B4						
DENND5A						
NDUFB10						
USP27X						
LBR						
PPTC7						
TEX38						
PHYHIP						
NRXN1						
MT1G						TSG
UBIAD1						TSG
TMC8						
PTPN11	ONC	ONC	ONC	ONC	ONC	TSG
SLC12A2						
TLR6						
AAED1						
BID						
ZNF675						
CYLC2						
PSMG1						
SLC34A2	ONC/TSG					
CASP7						
IK						
MID1IP1						
MB						
RND2						
ZNF408						
C6orf58						
LHX8						
LIG4						
SLC6A13						
RNF133						
EPPIN						
NISCH						
CD82						TSG
OR51G1						
CARD8						
MS4A8						
KRTAP10-12						
PABPC4L						
TCERG1						
SMPD2						
OR52W1						
SLC38A4						
DEFA1B						
POLA2						
FXYD1						
CRLS1						
DEFB124						
SLC41A3						
CCDC15						
NGRN						
GJA5						
TRAF3IP3						
HSPH1						
FAHD2A						
GOLT1B						
VAMP4						
CACNG4						
MYDGF						
SAG					ONC	
SPIDR						
IGH	ONC					
EIF5AL1						
PSMA8						
C1orf85						
OR5B2						
TMEM240						
FGF16						
ARMT1						
ST13						TSG
RRP12						
PPME1						
SLC36A2						
CLEC2L						
PROX2						
CT45A2						
ANKEF1						
AMD1						
ADM2						
PSRC1						
FAIM2						
FAM8A1						
DTX4						
UGT2B4						
STC1						
AURKB		ONC				
WDR82						
MST4						
CLYBL						
THAP6						
APEH						
CYBC1						
RFFL						
ZCCHC7						
DCAF1						
CNTNAP3						
TMEM194B						
MAPK8						
EMILIN3						
IGSF21						
CDK19						
DDX10	ONC/TSG					
HIST1H1D		TSG				
CCDC102B						
VSX1						
DNAH12						
RGCC						
MRPS22						
WASF1						
RAB9A						
RTN4R						
ISCU						
SMC6						
REXO1						
CYTIP						
KHDC3L						
GTDC1						
HTT						
TMEM14E						
ETV4	ONC	ONC			ONC	
RAD9B						
DEPDC5						
MATR3						
TCP11L2						
H2BFWT						
CRYBA2						
EYA2						
RNF114						
OR2S2						
KBTBD8						
NR2E1						
FSHB						
TMPRSS11E						
FAAH2						
GAGE7						
CNOT10						
UNC5A						TSG
ZFR						
SLC36A1						
HS3ST2						
PKMYT1						
FECH						
HEY2						
WFDC5						
TUB						
SEPT10						
TAF11						
PIK3CB	ONC	ONC				
MRPL51						
ATP4B						
TAAR1						
PRR13						
CAST						
LYZL1						
GUCA1A						
CAMTA1	ONC/TSG					TSG
PVRL4						
FHDC1						
BCL10	ONC/TSG	TSG				TSG
SLC9A3						
GPR63						
DUT						
SAFB						TSG
TIA1						
EYS						
DNAH11						
SNPH						
ALKBH5						
SULT6B1						
HOXD10						
ZNF223						
SAT1						
SMNDC1						
FBXO11	TSG	TSG				
MRGPRX2						
NFKBID						
WDR54						
CABS1						
SLC25A52						
ZNF419						
ITM2C						
ZFP41						
PACRG						TSG
ATG5						
BRI3BP						
GALNT16						
CA2						
FASTKD2						
TMEM25						
RPL3L						
CA13						
LMOD3						
RPS23						
PLAGL1						TSG
CPXM2						
FSIP2						
FBXO6						
CENPV						
FLNC						
PIP4K2C						
SMARCC2						
OR5B21						
SPSB2						
SLC38A1						
SPRY1						
MCTS1					ONC	
IQCJ						
NPFFR2						
YTHDF3						
GAGE13						
TBC1D13						
ENO2						
RGS14						
ASIC3						
OR2T4						
GGACT						
PIH1D3						
SNX2						
ADAM20						
ROR1						
NRBP2						
PNMA6A						
FAT1	TSG	TSG		TSG		TSG
SCARB2						
PDE4B						
DRD2						
PEAR1						
SERPINB3		TSG/ONC				
HADHA						
ANKMY2						
IPPK						
POTEA						
VCY						
CELF4						
NBPF10						
PTER						
SHB						
CYLD	TSG	TSG	TSG			TSG
STYK1					ONC	
TLN1						
ERMN						
CCDC69						
MESDC1						
SIKE1						
LIN7C						
HSPA5					ONC	
HCAR3						
MPEG1						
TTC30A						
ESRRA						
SMAGP						
CTSH						
SENP5						
MLIP						
CLTRN						
PSMC5						
UBXN2B						
STARD6						
FCGR2A						
HEATR3						
DAG1						
RAB28						
MAPK8IP2						
CD33						
ZNF598						
SEC23B						
DLX1						
FOXI2						
OSBP						
TXNL1						
ELL2						
EEF1G						
MME						TSG
XPR1						
MRC2						
FAM122A						
FOXQ1					ONC	
UPK2						
NDUFS5						
PIK3IP1						
TSPAN33						
SS18L1	ONC					
DHRS11						
MAP3K10						
FAM72A					ONC	
ERMAP						
CCM2L						
CUEDC1						
MYEOV						
SPATS2L						
TOPAZ1						
KLHL29						
MLLT4					ONC	
DNAL1						
GOLGA3						
SLAMF8						
KRT13						
ZKSCAN8						
FKBP8						
ZC3H15						
GHRHR						
FAM120AOS						
SLC13A5						
SLC39A9						
PCBP2						
COL4A2						
TAS1R2						
NUSAP1						
IL12RB2						
TYK2		ONC				
IRX4						
MGST3						
CT47A10						
DDX60						
GAN						
CAMSAP1						
TM4SF4						
FCGR2C						
CCL3L1						
HYAL4						
PDZD4						
SOAT2						
C1QL4						
FBXL15						
PHLDA1						
TBX18						
PYCR3						
RAB2A						
TRAT1						
GIT1						
USF2						
SLITRK2						
MAGOHB						
LCE3E						
SNED1						
MECR						
ICT1						
TMEM200A						
TAS2R20						
LMO2	ONC	ONC			ONC	
FAM13A						
LDB2						
COTL1						
TRPM7						
TMEM45A						
LRSAM1						
DOK7						
CAND1						
TIMM17B						
CLEC3B						
ZDHHC15						
RASSF9						
SLC4A3						
