PROTEIN_ID	GENE_NAME	PUBMED_ID	dbSNP_ref
O75400;O43856;O75404;Q8TBQ1;Q9H782;Q9NWU9;Q9P0Q2;Q9Y5A8	PRPF40A		
Q6NWY9;O75401;Q6PI09;Q6ZWB3;Q8NCZ1;Q9H5G4;Q9NT95	PRPF40B		
P30048;B2R7Z0;D3DRC9;E9PH29;P35690;Q0D2H1;Q13776;Q5T5V2;Q96HK4	PRDX3		
Q13162;Q6FHT3	PRDX4		
P30044;A6NC19;A6NG06;B7ZLJ4;B7ZVW3;Q14CK0;Q6IAF2;Q9UBU5;Q9UJU4;Q9UKX4	PRDX5		
Q86YN6;A2RUM8;A2RUN0;B3KVW0;Q86YN3;Q86YN4;Q86YN5;Q8N1N9;Q8TDE4;Q8TDE5	PPARGC1B		
P06401;A7LQ08;A7X8B0;B4E3T0;Q8TDS3;Q9UPF7	PGR		
P04554;Q6ZMM0	PRM2		
P35080;B2R4C8;D3DNI4;Q4VBQ4;Q8WVF9;Q9HBK2	PFN2		
Q6MZQ0;A4QN22;E9PKY1;Q96H46;Q9H7V4	PRR5L		
P85299;B1AHF6;B1AHG5;B3KP73;O75983;O95695;Q5BIW2;Q5EAJ8;Q5EAJ9;Q5XKJ6;Q96RW1;Q96RW2;Q9HA49;Q9HC46;Q9NSG0;Q9NVX8;Q9NXL1;Q9UH20	PRR5		
Q8TB68;Q8WU53;Q9BTA7	PRR7		
Q5T870	PRR9		
P43686;Q96FV5;Q9UBM3;Q9UEX3	PSMC4		
A0A1B0GWB2	PRRT1B		
Q9UIG5;B0V083;Q5ST21;Q86WJ8;Q86WJ9;Q96QC3	PSORS1C1		
Q9UIG4;Q5STD0	PSORS1C2		
Q99436;B4E0P1;Q5TBG6;Q96AG8;Q9BWA7	PSMB7		
P28062;B0UZC0;Q29824;Q5JNW6;Q5QNR8;Q96J48	PSMB8		
P28065;B0V0T1;Q16523;Q5JNW4	PSMB9		
Q9NYI0;A6NFQ4;E9KL50;Q6B003;Q9Y2F1	PSD3		
Q8NDX1;A6NEG7;A8K1Y0;O95621;Q4ZG34;Q6GPH8;Q8IYP4	PSD4		
Q06323;A6NJG9;H0YNE3;Q6IBM2;Q9UEF4	PSME1		
Q9UL46;Q15129	PSME2		
P61289;A8K9A3;O35563;P97373;Q12920;Q13172;Q9BQD9	PSME3		
Q14997;Q1XBG4;Q1XBG5;Q1XBG6;Q2M1Z0;Q6IPR2;Q86XF8	PSME4		
Q8IYL9;O75819	GPR65		
P21246;Q5U0B0;Q6ICQ5;Q9UCC6	PTN		
P48651;B4DE85;E5RFC5;Q9BUQ5	PTDSS1		
P22102;A8K945;A8KA32;D3DSF3;D3DSF4;O14659;Q52M77	GART		
O75192;B4DV88	PEX11A		
O96011;B3KN85;B4DXH9;Q96ET2	PEX11B		
Q96HA9;Q8NDM0	PEX11G		
Q8WU10;A6NKI6;B3KWN8;Q9H6P1	PYROXD1		
Q9NRI6	PYY2		
Q5JQD4	PYY3		
Q96PU8;Q2I375;Q5MJQ1;Q969L9;Q96EJ3;Q96KA3;Q96PU6;Q96PU7;Q9P0X6;Q9P0X7;Q9P0X8;Q9P0X9;Q9P0Y0;Q9P0Y1	QKI		
Q7Z419;B3KUA8;B4DZI2;Q5TB85;Q6P4Q0;Q8N3R7;Q9BX38	RNF144B		
Q59GN2	RPL39P5		
Q8TBN0;Q86V32;Q9P1Q8	RAB3IL1		
Q9Y3T6;B7ZLI1	R3HCC1		
Q7Z5L2;O60598;Q5W0B4;Q5W0B5;Q86VT9;Q8N9H0	R3HCC1L		
Q15032;A8K1V0;B3KXQ9;E9PBB4;E9PG42;G5E9G8;Q8IW32	R3HDM1		
Q9Y2K5;B7ZL65;Q2M1T9;Q3ZCT5	R3HDM2		
Q96D70	R3HDM4		
Q86UN2;A1A5E3;Q8ND46	RTN4RL1		
Q9H0U4;A8K7S1	RAB1B		
Q92928	RAB1C		
Q9NX57;Q5T9X5;Q9NX49	RAB20		
Q96QF0;B7WPJ6;Q6PCE4;Q96A24;Q96QE6;Q96QE7;Q96QE8;Q96QE9;Q96QF1;Q9H673	RAB3IP		
Q5JT25;Q17RQ0	RAB41		
Q8N4Z0;A0A1W2PQ57;B2R5G2	RAB42		
Q86YS6;A8K4P9;E9PBQ0	RAB43		
Q7Z6P3;A0A087WXI0	RAB44		
P20338;Q5T7P7;Q9BQ44	RAB4A		
Q5HYI8;Q8WUD3	RABL3		
Q3YEC7;A8QVZ7;A8QVZ8;C6K8I4;C6K8I5;Q4F968;Q5T5R7;Q8IWK1;Q8TCL4;Q8WU94;Q96SR8;Q9BU21;Q9H935	RABL6		
Q06609;B0FXP0;B2R8T6;Q6FHX9;Q6ZNA8;Q9BV60	RAD51		
P24386;A1L4D2;O43732	CHM		
P26374;B2RAB9;Q17RE0;Q9H1Y4	CHML		
P43487;Q53EY3	RANBP1		
Q70E73;Q96Q37;Q9C0I2	RAPH1		
P01111;Q14971;Q15104;Q15282	NRAS		
Q9H082;B2R987;Q4W5B0	RAB33B		
Q14964;A8KAA4;Q8N6W2	RAB39A		
Q96DA2;Q5JT79;Q8NEX3	RAB39B		
Q15042;A6H8Z3;C9J837;Q659F5;Q8TBB4	RAB3GAP1		
Q8WXH6;O00407;Q17RQ5;Q6DK06;Q8TF06	RAB40A		
Q12829;Q8WVG3	RAB40B		
Q96S21;A2IDE2;D3DU54;O60795;Q4TT41;Q5PXE8;Q6PIU5	RAB40C		
Q8N0V3;Q6PF07;Q8WZ65;Q9H776	RBFA		
Q9Y3P9;B9A6L2;Q05CW2;Q6ZMY1;Q9HA28;Q9P0E2;Q9UG67	RABGAP1		
Q8IUH3;Q6NYL0;Q8NFC9	RBM45		
Q8TBY0;B3KWU8;B4DZ27	RBM46		
A0AV96;A0PJK2;B5MED4;Q8NI52;Q8NI53;Q9NXG3	RBM47		
Q5RL73;B7Z2K5;B7ZL51;Q5H9T2;Q8IYW7;Q96NS0;Q9H0V7	RBM48		
Q6VN20;A4FTY2;B4DID0;B4DQH9;E7EW27;Q9P264	RANBP10		
Q9H2T7;Q8IU74	RANBP17		
Q9H477;A9UK04;B4DV96	RBKS		
Q9UKL0;J3KN32;Q15044;Q6P2I9;Q86VG5	RCOR1		
Q8IZ40;Q96FP3	RCOR2		
Q9P2K3;B3KYA2;B4DYY7;Q5VT47;Q7L9I5;Q8N5U3;Q9NV83	RCOR3		
Q8TAI7;Q56VH8	RHEBL1		
P61576	HERV-K104		
P61578	ERVK-16		
P61572	ERVK-19		
P61571	ERVK-21		
P61575	ERVK-8		
O95980;B2RNS1;Q5W0K6;Q8WX37	RECK		
P46063;A8K6G2	RECQL		
Q6NUK4;Q5JQR5;Q5QGT2;Q6PEW8;Q6PJY4	REEP3		
Q9H6H4;D3DSQ9;Q86VL1;Q9H6I5;Q9HBP4	REEP4		
Q00765;B7Z681;D3DT04;Q04198;Q5QGT0;Q9BWH9	REEP5		
Q96HR9;A0A1L5BXV3;B2RE01;D6W5Z0;Q96LM0	REEP6		
Q96D71;B7ZBZ8;B7ZBZ9;B7ZC00;J3KP76;Q5JWJ5;Q5JWJ6;Q5JWJ7;Q8NDR7;Q8WU62;Q9BXY9	REPS1		
Q8NFH8;A6PWZ6;O43428;Q5JNZ8;Q8NFI5	REPS2		
Q8NC44;Q6P1P5;Q9H0K7	RETREG2		
Q86VR2;B3KR75	RETREG3		
Q6NUM9;A6NIK3;Q53R95;Q53SA9;Q6UX05;Q8N2H5;Q96FA4;Q9NXE5	RETSAT		
P07949;A8K6Z2;Q15250;Q9BTB0;Q9H4A2	RET		
Q9UBZ9;O95941;Q53SI7;Q9C0J4;Q9NUP2	REV1		
P27694;A8K0Y9;Q59ES9	RPA1		
P48378;A8K581;B3KNC4;Q6IQ44;Q8SNA2	RFX2		
P48380;A8K0H5;D3DRH8;D3DRH9;Q5JTL7;Q5JTL8;Q6NW13;Q8WTU4;Q95HL5;Q95HL6	RFX3		
Q33E94;A8K5Y0;B2RDW4;Q33DW6;Q33DW7;Q33E95;Q6YM53;Q8MHQ1;Q8NC78;Q8NDF9;Q8SNA1;Q96S80;Q9BXI0	RFX4		
P48382;B7Z848;D3DV19;E9PFU4;Q5VWC3	RFX5		
Q6NW40;D6R9A0;Q8NC92	RGMB		
Q6ZVN8;B1ALI7;Q2PQ63;Q6IMF6;Q8NAH2;Q8WVJ5	HJV		
O15539;E9PMP5;Q53XA9;Q599J0	RGS5		
P49758;C9JE95;F8W7W5;O75576;O75577;Q7Z4K3;Q7Z4K4;Q7Z4K5;Q7Z4K6;Q8TE13;Q8TE14;Q8TE15;Q8TE16;Q8TE17;Q8TE18;Q8TE19;Q8TE20;Q8TE21;Q8TE22;Q9UDS8;Q9UDT0;Q9Y245;Q9Y647	RGS6		
P49802;Q5T3H4;Q8TD66;Q8TD67;Q8WW09;Q9UNU7;Q9Y6B9	RGS7		
P57771;B4DGL9;Q3SYD2	RGS8		
Q9UBD6;A8K4D4;Q6X3Y4	RHCG		
Q5UIP0;A6NC27;C9JBR1;Q5H9R3;Q5UIP2;Q66YK6;Q6PRU2;Q8TE94;Q99772;Q9H830;Q9H9B9;Q9NVP5;Q9Y4R4	RIF1		
Q0D2K3;A0JP63;Q0VGB3;Q5JRB8;Q5JRB9	RIPPLY1		
Q5TAB7;Q5TAB6	RIPPLY2		
Q6ZS17;B4DEQ9;B4DIM2;E9PBS3;Q4G0A4;Q7Z5R7;Q8NDA4;Q96J39;Q96PV8;Q9H8D9	RIPOR1		
Q9Y4F9;A6NHP2;Q13529;Q5VV37;Q5VV38;Q9BQ28	RIPOR2		
Q96MK2;Q5QPB6;Q9NQQ2	RIPOR3		
P40429;A8K505	RPL13A		
P18621;B2R4H3;B4E3C2;B5ME31;J3QL51;Q3KQW2;Q6NZ54;Q7M4M5	RPL17		
O76021;B4DJ58;D3DUG7;Q2M1T7;Q6PL22;Q8IWS7;Q8WUZ1;Q9HDA9;Q9Y3Z9	RSL1D1		
Q9Y3U8;B2R4Y1;D6W634;Q6FIG1;Q9UQF6	RPL36		
P36578;A8K502;P39029;Q4VBR0;Q969Z9	RPL4		
Q9BYD3;A6NNV7;Q9BW07;Q9H4N2;Q9Y317	MRPL4		
Q9NRX2;D3DQU3;Q6IAH8;Q96Q53;Q9C066	MRPL17		
Q9H0U6;Q5TAP9;Q9NZW8	MRPL18		
Q8N983;B1AL06;B1AL07;B1AL09;B1AL10;C9J5Q3;D3DR71;Q5JW06;Q7Z719;Q7Z7H6;Q86XN1;Q9BYC7	MRPL43		
Q9H9J2;Q53S16;Q6IA62;Q9H821	MRPL44		
Q9BRJ2;A1L436;Q6ZMJ5	MRPL45		
Q5XPI4;A1L4Q3;A6NLS5;Q5I022;Q6PFW4;Q71RH0;Q8IW18;Q9H0M8;Q9H5L8;Q9H9T2	RNF123		
Q96EQ8;Q9NX39	RNF125		
Q9BV68;Q9NWX1	RNF126		
Q8TEB7;A0PJI4;Q6PH80;Q6ZTJ8;Q96RF3;Q9H5E4	RNF128		
Q8WVZ7;A4D0W2;Q8N7G7	RNF133		
P07998;B2R589;D3DS06;Q16830;Q16869;Q1KHR2;Q6ICS5;Q9UCB4;Q9UCB5	RNASE1		
Q9Y252;B4DDP0;Q5W0H0;Q9BZP5;Q9UF41	RNF6		
O76064;A6NN24;A8MYC0;B4DPG0;Q53H16;Q5NKW5	RNF8		
Q5M7Z0;Q8N7D0;Q96IZ9;Q9Y686	RNFT1		
Q96EX2;E9PAM7;Q96SU5	RNFT2		
Q9GZN7;Q6IA00	ROGDI		
Q01973;Q5VVX6;Q66K77;Q92776	ROR1		
Q01974;Q59GF5;Q5SPI5;Q9HAY7;Q9HB61	ROR2		
P35398;P35397;P35399;P45445;Q495X4;Q96H83	RORA		
Q92753;Q8WX73	RORB		
P51449;Q5SZR9;Q8N5V7;Q8NCY8	RORC		
Q9H1D9;A8K4C7;O15319	POLR3F		
Q9BT43;B1MVG5	POLR3GL		
O15318;A8MTH0	POLR3G		
Q9Y535;B0QYH9;Q5M7Y8;Q96AE3;Q9BY95	POLR3H		
Q7L523;B2R7L1;O00290;Q15347	RRAGA		
Q5VZM2;A8K042;Q15348;Q8N3T0	RRAGB		
Q9HB90;Q9H202;Q9H8Q8	RRAGC		
Q9NQL2;A8K184;Q7L8F9;Q9NPG0	RRAGD		
P62070;B2R9Z3;B7Z5Z2;B7Z6C4;B7Z7H6;P17082	RRAS2		
P10301;Q6FH12	RRAS		
Q14690;Q2TA92;Q5W093;Q6P2J3;Q86VQ8;Q9H4P1	PDCD11		
Q9Y3A4;A4FTX2;B2RBG4;Q0VAD0;Q5JZ94;Q6P4B5;Q8IVR9;Q8IVY0;Q8N5Q3;Q8NEY6;Q9Y3H5	RRP7A		
Q9NSQ0;B3KQ98	RRP7BP		
P62249;B2RDD5;P17008	RPS16		
P62081;P23821;P24818;Q57Z92;Q6IPH1	RPS7		
Q5TD94;B4DSI1;Q3KP24;Q5TD95	RSPH4A		
Q9H0K4;Q53FE2;Q6PEZ9	RSPH6A		
Q9BUV0;A8K917;Q49AA4;Q5TH71;Q9GZP6	RSRP1		
Q9BSG5;F1T0I8;Q9BWT5	RTBDN		
Q9Y3I0;B2R6A8;Q6IAI0;Q9BWL4;Q9NTH1;Q9P037;Q9P0J3	RTCB		
Q9Y224	RTRAF		
Q86VV8;Q68CS9;Q6ZRL8;Q6ZTK3;Q86TG4;Q8N8N8;Q8TBQ4;Q96IN9;Q9UFJ4	RTTN		
Q96T51;Q59FF3;Q71S93;Q9H6I3	RUFY1		
Q8WXA3;B3KXB2;B4DFR0;Q5TC48;Q8IW33;Q96P51;Q9P1Z1	RUFY2		
Q7L099;B3KM25;B4DYW7;D9N163;O94948;Q9UI00	RUFY3		
Q9Y230;B3KQ59;E7ETE5;Q6FIB9;Q6PK27;Q9Y361	RUVBL2		
Q9UIY3;B4DIQ3;E1P548;Q2M3R3;Q96FH1	RWDD2A		
P57060	RWDD2B		
Q9H446;A8K3W2;A8MT24;Q9Y313;Q9Y6B3	RWDD1		
Q9Y3V2;A6NP44;A8K9F0;C9J9L7;C9JI45;Q08AJ7;Q6FID3;Q9BX35	RWDD3		
Q9UP95;B4DF69;B4DR04;B4DZ82;B7ZAV0;F5H066;F5H0S9;F5H3C0;O60632;O75893;Q13953;Q96LD5	SLC12A4		
Q9H2X9;A2RTX2;Q5VZ41;Q9H4Z0;Q9ULP4	SLC12A5		
Q9UHW9;A0AV76;Q2VI00;Q7Z2E7;Q7Z4G5;Q8TDD4;Q9UFR2;Q9Y642;Q9Y665	SLC12A6		
Q9Y666;A6NDS8;Q4G0F3;Q96I81;Q9H7I3;Q9H7I7;Q9UFW2	SLC12A7		
A0AV02;C9JJJ2;Q68D04;Q6I9Z2;Q6P4C0;Q7Z3A6;Q86WK0;Q8NFX9;Q8WUI3;Q96RF9;Q9H5P9	SLC12A8		
Q9BXP2;B7Z740;D6W5X0;D6W5X2;F5H8C2;Q9BWL2;Q9BXP1;Q9BYI0;Q9NQR5	SLC12A9		
O15245;A6NFF3;A8K1H2;C9JSU6;O15395;Q9NQD4	SLC22A1		
O15244;Q5T7Q6;Q6PIQ8;Q8NG62;Q9NQB9	SLC22A2		
O75751;Q5SYN6;Q9UP02	SLC22A3		
Q9H015;O14546	SLC22A4		
Q5H9E4;B2RTT9	SLC25A53		
Q8NG04;A6NMJ2;B6ZDQ3;Q6ZWI7	SLC26A10		
Q86WA9;B2RCI7;Q86VX1;Q86YX7;Q8IV11;Q8N2I1;Q8NG03	SLC26A11		
Q9H2B4;A8K9N2;Q7Z5R3;Q96BK0	SLC26A1		
P50443;A8K2U3;B2R6J1;Q6N051	SLC26A2		
P40879	SLC26A3		
Q7Z769;A8K0T0;Q0P5Y5;Q9P0V1	SLC35E3		
Q6ICL7;Q567P0	SLC35E4		
Q5T1Q4;B4DJ02;E1P564;Q1RMG1;Q4G0U9;Q4G167;Q6N007	SLC35F1		
Q8IXU6;Q14963;Q5JPA8;Q6ZRQ3;Q9H947	SLC35F2		
Q8IY50;Q5TDD6;Q8N9C9	SLC35F3		
A4IF30;A6NDQ3	SLC35F4		
Q8WV83;Q9H6P8;Q9H7D8	SLC35F5		
Q9C0K1;B4E2H3;Q96SM9;Q9BVC0;Q9NSA4	SLC39A8		
Q9NUM3;G3V5J8;Q53HN3;Q5MJQ0;Q6P2Q1;Q86WY2	SLC39A9		
Q9ULF5;A8K5C6;B4DGU0;Q3MJA4;Q68CR5;Q6DKH6;Q9Y3Z1	SLC39A10		
Q8N1S5;B2R8H7;Q8WZ81	SLC39A11		
P61619;P38378;P57726;Q5JPF8;Q8N0Z4;Q8N3U3;Q8NC71;Q9BU16;Q9Y2R3	SEC61A1		
Q9H9S3;A8K8D0;B4DX72;F8W773	SEC61A2		
Q9NTJ5;A8K527;B4DK71;O94935;Q7LA14;Q7LA22;Q96AX7;Q9NQ46;Q9NQ57	SACM1L		
Q9Y2H2;B3KRF1;D3DRD1;Q2T9J4;Q5W135;Q5W136;Q6NVY2;Q86U97;Q9H3D9;Q9NT51	INPP5F		
A6NKF1;A8MX08;Q99773	SAC3D1		
Q6NSI8;Q49AF0;Q6ZND0;Q96JI6	SANBR		
Q6NUJ1;A0A184;Q8N7T4	PSAPL1		
P67812;B2RAD7;B4DUL4;H0YK72;H0YK83;O75957;P21378;Q53FQ8	SEC11A		
P0C7V7	SEC11B		
P60059;B2R4J0;P38384;Q6IB25	SEC61G		
Q8N9R8;Q3SXZ1;Q3SXZ2;Q5T163;Q8N1I4	SCAI		
P21583;A0AV09;A8K2Q4;B7ZLM4;Q16487;Q68DZ2;Q7M4N8;Q9UQK7	KITLG		
P05060;A8K021;Q59EU9;Q6IBS6;Q9BQV6;Q9UC25;Q9UJA6	CHGB		
P13521;B2R662;Q53T11;Q8TBH3	SCG2		
P51172;A6NNF7;A9Z1X6;B1PS44;B3KSD7;Q08AQ3;Q09HT0;Q5T7L3;Q8NA24	SCNN1D		
P51170;P78437;Q6PCC2;Q93023;Q93024;Q93025;Q93026;Q93027;Q96TD2	SCNN1G		
Q14160;Q6P496;Q7Z5D1;Q8WWV8;Q96C69;Q96GG1	SCRIB		
Q6IQ49;A8K4P3;Q5TD36;Q6ZS26;Q8NAG7	SDE2		
P57772;Q96HZ6	EEFSEC		
Q8NCE0;B7Z6K1;C9IZI7;G5E9Q3;Q8WTW7;Q9BPU7	TSEN2		
Q9BSV6;A6NNB1;B0V3J1;Q9BVT1;Q9H6H5	TSEN34		
Q7Z6J9;Q86WV3;Q86XE4;Q8N9H2	TSEN54		
Q9Y617;Q5T7G5;Q5T7G6;Q96AW2;Q9BQ12	PSAT1		
Q9Y6X1;D3DNI6	SERP1		
Q8N6R1	SERP2		
Q8WTS6;B5WWL3;Q0VAH3;Q4W5A9;Q9C0E6	SETD7		
Q8NE22;F5H713	SETD9		
P0DME0	SETSIP		
Q53H47;B4DY74;E7EN68;Q13579;Q1G668;Q96F41	SETMAR		
Q7Z333;A2A396;B2RPB2;B5ME16;C9JQ10;O75120;Q3KQX4;Q5JUJ1;Q68DW5;Q6AZD7;Q7Z3J6;Q8WX33;Q9H9D1;Q9NVP9	SETX		
Q01105;A5A5H4;A6NGV1;B4DUE2;Q15541;Q5VXV1;Q5VXV2;Q6FHZ5	SET		
Q8IWL1;A4QPA7;B2RXI6;B2RXK9;C9J9I7;E3VLC6;E3VLC7;E3VLC8;E3VLC9;P07714;Q14DV3;Q5RIR8;Q5RIR9	SFTPA2		
P23246;P30808;Q5SZ71	SFPQ		
Q9H7N4;Q7Z5V7;Q8WVA1;Q9NR59	SCAF1		
Q86XK3;A8K569;B2RTV8;Q5JT39;Q5JT40;Q8WW47	SFR1		
Q9BX95;B2RAH0;Q9H189	SGPP1		
Q8IWX5;A3KPB4;Q8N8Q6	SGPP2		
Q8TEC5;A8K961;Q08AM9;Q6GMR9;Q8N5S8;Q96LP8	SH3RF2		
Q8TEJ3;A0SDZ7;A8MPR1;Q8NDU1	SH3RF3		
Q96HL8;A8K8E7;B7WNJ4;B7WPL6;Q8NEL2;Q9H5X4;Q9Y3V5	SH3YL1		
Q9NUL5;A8MQT9;Q4G188;Q8IYH6;Q8N8V1	SHFL		
Q7M4L6;Q96IE8	SHF		
Q6PI26;B4DL05;Q6MZJ4;Q7Z748;Q9H7E5;Q9NVS8	SHQ1		
Q2M3G4;B7WP40;B7ZL01;Q8TDP0;Q8TF41	SHROOM1		
Q9P2F8;Q2TV88;Q5VXR7;Q5VXR8;Q641Q4;Q8NA38;Q96DZ3;Q9H9F6	SIPA1L2		
O60292;Q2TV87	SIPA1L3		
Q9Y274;B2RCH2;B3KMI1;D3DN39;F8W6U0	ST3GAL6		
Q96LC7;A8K1I5;A8K3C7;C9JJ33;C9JM10;F8W917;Q3MIR5;Q6UXI8;Q96G54;Q96LC8	SIGLEC10		
Q6IA17;Q3KQY2;Q6UXI3;Q9H733	SIGIRR		
P81133;Q5TDP7	SIM1		
Q8N5G0;C9JYT8;Q9BRT5	SMIM20		
K7EJ46;A0A1U9AC72;K7EIG5;K7EIH2	SMIM22		
A6NLE4	SMIM23		
O75264;B9EJF4;Q9P059	SMIM24		
A0A096LP01	SMIM26		
A0A1B0GUW7	SMIM27		
A0A1B0GU29	SMIM28		
Q86T20;A0A1C7CYX6;A8K299	SMIM29		
Q9NXA8;B4DFM4;B4DYJ5;F5H5Z9;Q5T294;Q5T295;Q9Y6E6	SIRT5		
Q15477;O15005;Q12902;Q15476;Q5ST66	SKIV2L		
Q8IVB4;A6NMQ9;Q3LIC2;Q5JPI6;Q5WA58;Q8NAB9	SLC9A9		
Q4ZJI4;A1KXV1;B9EH04;C9JBP7;Q49A30;Q8NCV2;Q8WVZ0	SLC9B1		
Q86UD5;B5ME52;Q6ZMD8;Q96D95	SLC9B2		
Q07837;A8K0S1;O00658;Q15295;Q4J6B4;Q4J6B5;Q4J6B6;Q4J6B7;Q4J6B8;Q4J6B9;Q52M92;Q52M94	SLC3A1		
Q9BQ83;B7ZME1;Q6NTG6	SLX1B		
P51532;B1A8Z4;B1A8Z5;B1A8Z6;B1A8Z7;E9PBR8;O95052;Q9HBD3	SMARCA4		
O60264	SMARCA5		
Q969G3;B3KMC1;B4DFR4;C0IMW4;C0IMW5;C0IMW7;H7C3F6;O43539	SMARCE1		
Q147U7;B3KW20	SMCO1		
A6NFE2	SMCO2		
A2RU48;Q8NAI5	SMCO3		
Q96KF7;B2R4V6;E1P505;Q5TEZ3;Q6NSD2;Q8IZ10	SMIM8		
A6NGZ8	SMIM9		
H3BMG3	SMKR1		
Q96GM5;A6NN27;Q92924;Q9Y635	SMARCD1		
Q92925;A5PLL5;A6NNQ7;B4DV56;B4E1R6;Q7L2I6;Q9UHZ1	SMARCD2		
Q6STE5;D3DX10;Q2YD86;Q75MJ2;Q75MR8;Q92926;Q9BUH1	SMARCD3		
Q8NCR6;Q5T598;Q5T599;Q5T5A0;Q8N9G4;Q96KD1;Q96LN1	SMRP1		
Q53GS9;A8K086;B3KM40;B4DHT4;D6W5L4;G5E9H0;Q6NX47;Q96RK9;Q9BV89;Q9H381;Q9P050;Q9Y310	USP39		
Q13573;A8K8A9;Q13483;Q32N03;Q5D0D6	SNW1		
Q9Y5X0;E9PFH5;Q8IYT5	SNX10		
Q9Y5W9;B3KRL6;B4DPY5;D3DTV0;Q53YC0;Q9H885	SNX11		
Q9UMY4;F8W8K5;Q8WUG9	SNX12		
Q9Y5W8;B2RCI9;O94821;Q8WVZ2;Q8WXH8	SNX13		
O14512;A2VCU2;Q0IJ63	SOCS7		
P18583;D3DSF5;D3DSF6;E7ETE8;E7EU67;E7EVW3;E9PFQ2;O14487;O95981;Q14120;Q6PKE0;Q9H7B1;Q9P070;Q9P072;Q9UKP9;Q9UPY0	SON		
Q9P0Z9;B3KNH0;Q96H28;Q9C070	PIPOX		
Q13342;E7ESH9;E7EUR5;E9PFJ6;Q0VGE5;Q13341;Q3KR17;Q4ZG66;Q53TG1;Q6NSG4;Q92881;Q96TG3	SP140		
Q9H930;Q2M375;Q4ZG65;Q9BSP3	SP140L		
Q9Y5B9;Q6GMT8;Q6P2F1;Q6PJM1;Q9NRX0	SUPT16H		
Q15506;B2R4F2;Q9BXF7	SPA17		
Q9NWH7;Q5T3N7;Q8WUE6	SPATA6		
Q9P0W8;Q5BKY5;Q8WX30;Q96HF3;Q9H0X0;Q9P0W7	SPATA7		
Q6RVD6;Q2KJ07	SPATA8		
Q9BWV2;A8K8H3;Q4G122;Q86X33;Q8NA28	SPATA9		
Q9HBM1;A8K4X8;D3DPC0	SPC25		
A6NHP3;D6RBN0	SPDYE2B		
Q9H9C1;B4DPI6;O95434;Q9H7E1;Q9H9I9	VIPAS39		
P19623;B1AKP9;Q15511	SRM		
Q9H040;B1AKT0;B5MEF7;Q5TE78;Q6UWW6;Q96BC5;Q96KA0	SPRTN		
Q96N06;A8WFL2;B4DZN8	SPATA33		
Q537H7	SPATA45		
Q5T0L3;Q6X961;Q8NEC3	SPATA46		
A4D263;A6NDX9	SPATA48		
Q5MJ10;Q0ZNM2	SPANXN2		
Q5MJ09;Q0ZNK4	SPANXN3		
Q5MJ08;Q0ZNK6;Q5W0S6	SPANXN4		
Q5MJ07	SPANXN5		
Q9BT56;B3KND6	SPX		
Q96JX3;Q49AT1;Q5VTX3;Q6PKF3	SERAC1		
Q96SB4;B4DS61;Q12890;Q5R364;Q5R365;Q8IY12	SRPK1		
P78362;A8MVX2;O75220;O75221;Q6NUL0;Q6V1X2;Q8IYQ3	SRPK2		
Q9UPE1;Q13583;Q4F970;Q562F5;Q9UM62	SRPK3		
P08240;A6NIB3;B2R5Z8;B4E0H3;E9PJS4;Q9BVJ4	SRPRA		
Q7Z2R9	SSBP3-AS1		
Q9NQ55;C9J3F9;Q9BW97;Q9H170	PPAN		
Q08945;Q5BJG8	SSRP1		
Q9Y2M2;A6NFA9;B3KS84;B7Z6E3;F5H2S5;Q7Z7K4	SSUH2		
Q16384;A3KN76;Q08AJ2;Q5JQ64	SSX1		
Q16385;Q16404;Q5JS26;Q96IP7;Q9BU88	SSX2B		
Q99909;O60223;Q5JQZ3;Q9BRW7	SSX3		
O60224;A8MYD4;B2RPE3;Q3SYD4;Q5JQZ0;Q9UJU9	SSX4B		
O60225;Q5JQ59;Q5JQ60;Q96AW3	SSX5		
Q7RTT6	SSX6P		
Q7RTT5	SSX7		
Q7RTT4;A6NJM6	SSX8P		
Q7RTT3	SSX9P		
Q15532;B0YJ95;Q16404;Q4VAX1;Q9BXC6	SS18		
Q99469;B2R8S8	STAC		
Q14765;Q96NZ6	STAT4		
P42226;A8K316;B7ZA27;F5GXI9;Q5FBW5;Q71UP4	STAT6		
P02808;A6NKE9;B2R4F8	STATH		
O95793;A8K9Z4;E1P5Y1;E1P608;Q5JW29;Q6GTM4;Q9H5B4;Q9H5B5;Q9Y3Q2	STAU1		
Q15831;B2RBX7;E7EW76	STK11		
O75716;A8K9H9;Q5U0F8;Q96KI2;Q9BUH4;Q9UEN3;Q9UP78	STK16		
P49842;A6NF95;A6NFW8;B0QZR5;Q13159;Q31617;Q5JP77;Q5ST72;Q5ST75	STK19		
Q9Y6E0;O14840;Q5JV92	STK24		
O00506;A8K6Z3;A8K7D2;B7Z9K1;Q15522;Q5BJF1	STK25		
Q9P289;B2RAU2;Q3ZB77;Q8NC04;Q9BXC3;Q9BXC4	STK26		
A6NGW2	STRCP1		
Q7RTU9	STRC		
Q13033;A2RTX7;A6NHZ7;Q9NRA5	STRN3		
Q9P2W9;Q596L3;Q5TZP5	STX18		
Q8N4C7	STX19		
Q16623;O15447;O15448;Q12936;Q75MD9;Q7Z5K3;Q9BPZ6	STX1A		
P61266;Q15531;Q2VPS2	STX1B		
