PROTEIN_ID	GENE_NAME	PUBMED_ID	dbSNP_ref
P22304;D3DWT4;Q14604;Q9BRM3	IDS		
P35475;B3KWK6	IDUA		
Q8N5X7;B2R963;Q6NUT1	EIF4E3		
P56537;B7ZBG9;Q6IBN8;Q96TD5	EIF6		
Q96LB3;Q3B789;Q5VY34;Q6PGQ8;Q9H643;Q9H8G7	IFT74		
Q9P2H3;B4E0K1;C9J8I0;Q3MJC4;Q86YF4;Q9UIX1	IFT80		
Q8WYA0;Q2YDY1;Q8NB51;Q9BSV2;Q9UNY8	IFT81		
Q13099;A2A491;B4DUS2;Q5SZJ6;Q8N719	IFT88		
Q86VG3;D3DR18;Q96DD6	IFTAP		
P29459;Q96QZ1	IL12A		
Q8WWZ1;Q53SR9;Q56AT8;Q7RTZ5;Q969H5;Q9BYX1	IL1F10		
P14778;Q587I7	IL1R1		
P27930;D3DVJ5;Q6LCE6;Q9UE68	IL1R2		
P18510;A8K4G1;Q14628;Q53SC2;Q7RTZ4;Q96GD6;Q9UPC0	IL1RN		
Q9NYY1;Q17RB3;Q2THG6;Q96QZ6	IL20		
P05231;Q9UCU2;Q9UCU3;Q9UCU4	IL6		
Q96LU5;D3DQZ7;Q96SH9	IMMP1L		
Q96T52;Q75MF1;Q75MN9;Q75MP0;Q75MS5;Q75MS8;Q96HJ2	IMMP2L		
Q9NV31;B3KQ67;Q53G10	IMP3		
O15225;Q5JRR7;Q6NSX0	INE1		
Q27J81;Q27J83;Q69YL8;Q6P1X7;Q6PK22;Q86TR7;Q9BRM1;Q9H6N1	INF2		
Q9NRR6;Q15734;Q6PIV5	INPP5E		
Q9BT40;B2R6I2;B2R750;D3DTH8;Q15733;Q9NPJ5;Q9P2R5	INPP5K		
P49441	INPP1		
Q9ULD6;A1L4N5;D6RAE6;D6RBT4;Q4W5I8;Q86V55	INTU		
Q9Y283;A2A2Y2;Q2NKL0;Q5W0T6;Q8IVX8;Q9BRB9;Q9Y488;Q9Y498	INVS		
Q9UI26;A6NGJ5;B4DZ73;D3DW98;Q8N5R2;Q9NSJ6;Q9NVB1	IPO11		
O94829;D3DPY4;Q5T4X3;Q7LC04;Q96HS3;Q9H8N3;Q9UFR1	IPO13		
Q8TEX9;B2RN95;Q2NL96;Q86TZ9;Q8NCG8;Q96SJ3;Q9BTI4;Q9H5L0	IPO4		
O00410;B4DZA0;O15257;Q5T578;Q86XC7	IPO5		
O95373;A6NNM5;B2R786;Q1RMF7;Q9H177;Q9NTE3	IPO7		
O15397;B7Z7M3	IPO8		
Q9Y616;B4DQ57	IRAK3		
Q9NWZ3;Q69FE1;Q8TDF7;Q9Y589	IRAK4		
Q02556;A0AV82	IRF8		
Q00978;D3DS61	IRF9		
A6NK06	ACOD1		
A1A4Y4;B3VEX0	IRGM		
Q8WZA9;B2RNP3	IRGQ		
Q9H1K1;Q6P713;Q99617;Q9H1K2	ISCU		
A4D126;A8MU35;H9KVB2	CRPPA		
P53990;A8KAH5;J3QLU7;Q3SYM4;Q9BQ81;Q9BWN2	IST1		
Q08881;B2R752;Q32ML7	ITK		
Q8WWA0;Q5IWS4;Q5VYI4;Q6YDJ3;Q9NP67	ITLN1		
Q8WWU7;Q17RR2;Q5VYI0	ITLN2		
O43736;B2R7X5;B4E062;Q6IBC9	ITM2A		
Q9Y287;Q5W0A3;Q96B24;Q9NYH1	ITM2B		
Q96ST2;Q2TB65;Q6P157;Q8N3E8;Q96MI7;Q9NV97;Q9NWH8	IWS1		
P78504;A0AV43;B4DYR1;E9PCF9;O14902;O15122;Q15816	JAG1		
Q9Y219;Q9UE17;Q9UE99;Q9UNK8;Q9Y6P9;Q9Y6Q0	JAG2		
Q8N5M9;Q8NCF6;Q96SW1	JAGN1		
Q96MG2	JSRP1		
O76095;O95442;Q6IB19;Q9P0Q4	JTB		
P17275;Q96GH3	JUNB		
Q86T90;Q05DL0;Q49AG6;Q9P2L8	KIAA1328		
Q9P206;B4DQU8;B5MDY0;C9JH84;Q8TCQ0	KIAA1522		
Q9HCM3;B6HY55;B6HY56;B6HY58;B6HY60;B6HY61;B6HY62;B6HY63;B6HY64;B6HY65;B6HY66;Q5BJD6;Q8IY15;Q9H0M3	KIAA1549		
Q6ZVL6;B0QYU0	KIAA1549L		
Q9HCI6;A8K4M3;Q8IW25	KIAA1586		
Q5VZ46;Q5VZ45;Q9HCF8	KIAA1614		
Q9BY89;B0QYF2;B7ZW08;Q5THZ5	KIAA1671		
Q5JYT7;Q9C0A8	KIAA1755		
Q96PY0;Q8NAR8;Q8NBC0	PSMG3-AS1		
Q8N8K9;B7ZKW6;Q2M336;Q5T252;Q8TF43;Q96N02	KIAA1958		
Q8IZA0;B1AN13;D3DPR8;O95010;Q6PJJ7;Q7L1C9;Q8N2B3;Q8NDA0;Q8WY39;Q8WYZ5;Q96IC3;Q96JJ0;Q9BUW6;Q9H7V0	KIAA0319L		
Q9Y3D8;A8MSZ6;Q5F2S9	AK6		
Q8N6L0;Q96MC3	KASH5		
Q96I82;D3DR74;Q6ZMB1;Q9BQ73	KAZALD1		
Q674X7;B0QYQ0;B1AJZ1;B1AK78;Q5TGF1;Q674X4;Q674X6;Q6ZUD1;Q8IYN7;Q8N409;Q9UIL2;Q9UPX4	KAZN		
Q9UQM7;Q9UL21;Q9Y2H4;Q9Y352	CAMK2A		
Q13554;A4D2K0;A4D2K1;A4D2K2;A4D2K3;A4D2K4;A4D2K5;A4D2K6;O95437;O95438;O95599;Q9UGH7;Q9UGH8;Q9UGH9;Q9UNX0;Q9UNX7;Q9UP00;Q9Y5N4;Q9Y6F4	CAMK2B		
Q13557;A8MVS8;Q52PK4;Q59G21;Q8N553;Q9UGH6;Q9UQE9	CAMK2D		
Q92806;Q5JW75	KCNJ9		
O00180;Q13307;Q5T5E8	KCNK1		
O95069;A1Z1V3;A8K618;B2RCS4;B7ZL56;D3DTA5;Q5DP47;Q5DP48;Q9NRT2;Q9UNE3	KCNK2		
O14649;Q53SU2	KCNK3		
Q9NYG8;B5TJL1;Q96T94	KCNK4		
Q8TDN2;Q5T6X0	KCNV2		
Q53RY4;B7ZL49;Q6UW42;Q8IWS5	KRTCAP3		
P41229;B0QZ44;B4E3I2;F5H3T1;Q5JUX3;Q5JUX4;Q5JUX5;Q7Z5S5	KDM5C		
Q9BY66;A2RU19;A6H8V7;B7ZLX1;Q92509;Q92809;Q9HCU1	KDM5D		
O15550;Q52LL9;Q5JVQ7	KDM6A		
O15054;C9IZ40;Q96G33	KDM6B		
Q6ZMT4;A4D1S9;C9JJH9;C9JQU2;Q6MZL8;Q9C0E5	KDM7A		
Q4VXA5;Q5JSQ7;Q8WTV2;Q96NQ5	KHDC1		
Q587J8;B2RNW7	KHDC3L		
Q8N743;A0A0B4J1R5;A9PL62;A9PL64;A9PL65;A9PL66;A9PL67;A9PL68;A9PZV4;A9PZV7;A9PZV8;A9Q066;A9Q0R5;A9Q242;A9Q250;A9Q251;O95056;Q1X775;Q1X777;Q1X778;Q1X779;Q1X780;Q1X781;Q1X782;Q1X783;Q7Z7N4;Q8NHI2;Q8NHI3;Q9UEI4	KIR3DL3		
Q14943;A0A0G2JNN4;Q5UCD2	KIR3DS1		
Q9H7L2;B7WNL0;Q8N0S4	KIR3DX1		
P46013;Q5VWH2	MKI67		
Q9Y6Z4;Q2M1U8;Q5SZV0;Q5SZV1;Q9Y6Z3	KIF25-AS1		
Q8N7Y1;Q14CX1	KIRREL3-AS3		
Q8NEE0	KLHL30-AS1		
Q07866;A6NF62;F8VTM4;Q7RTM2;Q7RTM3;Q7RTM5;Q7RTP9;Q7RTQ3;Q7RTQ5;Q7RTQ6;Q86SF5;Q86TF5;Q86V74;Q86V75;Q86V76;Q86V77;Q86V78;Q86V79;Q96H62	KLC1		
Q9H0B6;A8MXL7;B2RDY4;Q9H9C8;Q9HA20	KLC2		
Q6P597;A0AVM3;A2RUT6;Q6GMU2;Q8NAL1;Q8WWJ9	KLC3		
Q9UH77;B2RBK7;Q9UH75;Q9UH76;Q9ULU0;Q9Y6V6	KLHL3		
Q9C0H6;B2RTW2;Q9Y3J5	KLHL4		
Q96PQ7;A8K170;B7WP68;E9PCF4;F8WAE7;G3XA92;Q6Y881;Q86XW0;Q9NUK3;Q9NV27;Q9NVA9;Q9Y2X2	KLHL5		
Q8WZ60;B2RB31;D3DNS8;Q8N5I1;Q8N892	KLHL6		
Q8IXQ5;A4D144;B7Z5I9;G5E9G3;Q7Z765;Q96MV2;Q9BQF8;Q9UDQ9	KLHL7		
Q9P2G9;Q53XA3;Q6N018	KLHL8		
Q4FZB7;A0A0A0MT19;B7WNX7;Q3SX56;Q4V775;Q6P150;Q96E44;Q9BUL0;Q9H022;Q9H2K3;Q9NXV3;Q9Y393	KMT5B		
Q86Y97;Q8WZ10;Q9BRZ6	KMT5C		
P46020;B7ZL05;B7ZL07;Q2M3D7	PHKA1		
P46019;A8K1T1;Q6LAJ5;Q7Z6W0;Q96CR3;Q9UDA1	PHKA2		
Q93100;Q8N4T5	PHKB		
P11801;Q9NY19	PSKH1		
Q96QS6;A0AV22	PSKH2		
Q8IUC1;A1L4I8	KRTAP11-1		
P59990;Q0VAS3	KRTAP12-1		
P59991;A6NIS1;A6NMS9;Q0VAS4	KRTAP12-2		
P60328	KRTAP12-3		
P60329;Q08AF5	KRTAP12-4		
Q8IUC0;Q14D20;Q3LI79	KRTAP13-1		
Q52LG2	KRTAP13-2		
Q3SY46;Q3LI78	KRTAP13-3		
Q3LI77;A2RRL3	KRTAP13-4		
Q3LI76;Q2M3F4	KRTAP15-1		
Q96MU8;B0QY46;B0QY47;B1AJR5;Q5TIB9;Q6P3X6;Q9BY70;Q9UGS5;Q9UGU1	KREMEN1		
Q9UBS0;B2RMZ9;B4DML8;O94809;Q9UEC1	RPS6KB2		
Q96S38;B1APS8;B3KVM4;D3DTA4;Q8TDD3;Q9NSF4;Q9UL66	RPS6KC1		
Q96LW2;B4DFP4;L7N484;Q49A48	RSKR		
Q96EK9	KTI12		
A0A087WW87	IGKV2-40		
P04433	IGKV3-11		
P01624;A0A0B4J1T9;P04207	IGKV3-15		
P01619;A0A0B4J1Z6;P01620;P01621;P01622;P01623;P04206;P06311;P18135;P18136	IGKV3-20		
A0A075B6H7	IGKV3-7		
Q16719;B2RCZ5;D3DP79;Q6I9T2;Q9BVW3	KYNU		
P00709;Q6FGX0;Q9UDK4	LALBA		
P11279;B4DWL3;Q8WU33;Q96I40;Q9BRD2;Q9NP13	LAMP1		
P13473;A8K4X5;D3DTF0;Q16641;Q6Q3G8;Q96J30;Q99534;Q9UD93	LAMP2		
Q9UQV4;D3DNS4;O94781;Q8NEC8	LAMP3		
Q86YQ2	BPIFA4P		
O95835;Q6PKD0	LATS1		
Q9NRM7;B1AM47;Q9P2X1	LATS2		
Q6JVE6;A2RUU3;B0QZ79	LCN10		
Q6JVE5;A2AMJ7	LCN12		
Q6UWW0	LCN15		
P31025;Q5T8A1	LCN1		
P62502;B0QZ80;Q71SF6	LCN6		
Q6JVE9;A1L4A8;A6NMN9;Q5T5R4	LCN8		
Q8WX39;C9J5F0;Q6JVE7	LCN9		
Q969E1;D3DQ91	LEAP2		
P09382;B2R5E8;Q9UDK5	LGALS1		
P05162;Q6FGY4	LGALS2		
P17931;B2RC38;Q16005;Q6IBA7;Q96J47	LGALS3		
Q99538;O00123;Q86TV2;Q86TV3;Q9BTY1	LGMN		
Q9BXB1;A6NCH3;G5E9B3;Q8N537;Q9NYD1	LGR4		
O75473;D8MCT0;Q4VAM0;Q4VAM2;Q9UP75	LGR5		
O43766;A8K873;C9JCF6;Q8IV62	LIAS		
P11150;A2RUB4;A8K9B6;O43571;P78529;Q99465	LIPC		
Q9Y5X9;B0LPG6;Q6P9C8;Q6UW82	LIPG		
P43034;B2R7Q7;Q8WZ88;Q8WZ89	PAFAH1B1		
P09960;B4DNQ9;F8VV40;Q6IAT6;Q9UCT7	LTA4H		
P02545;B4DI32;D3DVB0;D6RAQ3;E7EUI9;P02546;Q5I6Y4;Q5I6Y6;Q5TCJ2;Q5TCJ3;Q6UYC3;Q969I8;Q96JA2	LMNA		
P20700;B2R6J6;Q3SYN7;Q96EI6	LMNB1		
Q03252;O75292;Q14734;Q96DF6	LMNB2		
Q8TAP4;B4DG90;B4DH35;Q58A66;Q58A67;Q8N974;Q9UDD5	LMO3		
Q17RB8;B4DM29;B4DU84;Q8TEA0;Q9BSV1	LONRF1		
Q1L5Z9;B9A006;Q6ZSR4	LONRF2		
Q496Y0;Q5JPN6;Q8NB00;Q9H647	LONRF3		
Q93052;A1L4L6;D3DNV6;Q8NFX5	LPP		
Q9Y546;D3DQ46;Q8N2Q8	LRRC42		
Q8N309;Q6ZVT9	LRRC43		
Q96CN5	LRRC45		
Q96FV0;A8K9Q0	LRRC46		
Q8N1G4;Q9ULN5	LRRC47		
Q8IWT6;Q6UXM2;Q8NCI0;Q9P2B1	LRRC8A		
Q6P9F7;D3DT28;Q6UY21;Q8N106;Q92627	LRRC8B		
Q8TDW0;B3KXS9;Q29RV6;Q9H075	LRRC8C		
Q7L1W4;D3DT29;Q6UWB2;Q9NVW3	LRRC8D		
Q6NSJ5;B3KR78;Q2YDY3;Q7L236;Q8N3B0;Q9H5H8	LRRC8E		
Q9C099;B4DYX6;B5RI11;Q8N768;Q96DK7;Q96N01	LRRCC1		
Q86VH4;Q4FZ98;Q6UXJ7	LRRTM4		
Q6UWE0;Q5VVV0;Q8NB40;Q96GT5;Q96MX5;Q96MZ7	LRSAM1		
Q9HBL6;Q8IUU2	LRTM1		
Q8N967;A7E2U6	LRTM2		
Q9UFC0;A8K4K2;B2R9G2;Q8N0T9;Q8WV43;Q96GJ2	LRWD1		
Q8N112	LSMEM2		
P33241;B3KPP1;B3KRR6;E9PBV6;E9PFP3;Q16096;Q53H48;Q6FHM3;Q9BUY8	LSP1		
Q9HCC9;B2RP83;B3KX50;B7Z1Q7;B7Z2G9;B7Z2M2;B7ZB19;E9PB54;E9PB64;E9PG77;Q7Z6J3	ZFYVE28		
Q9BVC4;B3KMM4;B4DY00;D3DU88;Q5M800;Q86Y18;Q8WUI5;Q9HA66;Q9UJV6	MLST8		
Q9UHA4;B2R4A1;J3KMX4;Q9H364	LAMTOR3		
Q0VGL1	LAMTOR4		
Q8IV03;Q5VZX7;Q8N923;Q8NCG2	LURAP1L		
Q96LR2	LURAP1		
P01709;A0A087WZW9;P01710	IGLV2-8		
P01706;A0A075B6K3;P01707;P01708;P01712;P01713;P80422	IGLV2-11		
P01704;A0A075B6K1;P01711;P04209	IGLV2-14		
A0A075B6J9	IGLV2-18		
P01705;A0A075B6J5	IGLV2-23		
A0A075B6J2	IGLV2-33		
P0DP58;A0A140VJN6;D3DWI7;G3XAC2;Q86SR0;Q9BZG9	LYNX1		
P07948;A0AVQ5	LYN		
P28300;B2R5Q3;Q5FWF0	LOX		
Q9BRK4;B1AL14;D3DR72;Q8N3I0;Q96J79;Q96JL2	LZTS2		
O60299;A2A2Q7;D3DVX6;Q8IXX8	LZTS3		
Q567V2;Q96P34;Q96QA0;Q9BSG4	MPV17L2		
Q6P0N0;D3DSA7;Q86V14;Q96PY4;Q9NUR5;Q9Y4X9	MIS18BP1		
Q8TC57;B7Z6E7;E9PGG8;Q6ZP30;Q96L07	M1AP		
P0DM35	MT1HL1		
Q9NPA3;D3DWB2	MID1IP1		
Q99683;A6NIA0;B4DGB2;Q5THN3;Q99461	MAP3K5		
O95382;A2ACE8;A2VDG4;A2VDG5;Q59HF4;Q5SSD4;Q75PK3;Q96B75	MAP3K6		
O43318;B2RE27;E1P523;O43317;O43319;Q5TDN2;Q5TDN3;Q5TDT7;Q9NTR3;Q9NZ70	MAP3K7		
P41279;A8K2Q5;D3DRX1;Q14275;Q5T855;Q9HC81	MAP3K8		
P80192;A3KN85;Q0D2G7;Q6EH31;Q9H2N5	MAP3K9		
P57077;D3DSE0;Q8TCL9	MAP3K7CL		
Q9H063;D3DWL4	MAF1		
Q9HAY2;Q9H215	MAGEF1		
Q9H213;B2R8V9;Q5JRJ3;Q9Y5M2	MAGEH1		
Q96QZ7;A8K188;O00309;O43863;O75085;Q96QZ8;Q96QZ9	MAGI1		
Q86UL8;A4D1C1;A7E2C3;O60434;O60510;Q86UI7;Q9NP44;Q9UDQ5;Q9UDU1	MAGI2		
Q5TCQ9;A0A024R0E9;A0A024R0H3;Q5TCQ8;Q5TCR0;Q9H2V6;Q9H5Y8;Q9HBC4;Q9HCD8	MAGI3		
Q9H6Y5;A0A075B7A2;A6XND4;A8MSX9;B7WP26;Q14C81	MAGIX		
Q9UJ55;H0YDD5	MAGEL2		
P49137;Q5SY30;Q5SY41;Q8IYD6	MAPKAPK2		
Q16644;B5BU67	MAPKAPK3		
Q8IW41;B3KVA5;O60491;Q86X46;Q9BVX9;Q9UG86	MAPKAPK5		
P43243;B7ZAV5;D3DQC3;Q9UHW0;Q9UQ27	MATR3		
Q8NHZ7	MBD3L2		
A6NE82	MBD3L3		
A6NDZ8	MBD3L4		
A6NJ08	MBD3L5		
A0A1B0GVZ6	MBD3L2B		
Q9NR56;E9PBW7;O43311;O43797;Q86UV8;Q86UV9;Q96P92;Q96RE3	MBNL1		
Q5VZF2;Q3SXY5;Q58F19;Q8NEV3;Q8TD82	MBNL2		
Q9NUK0;Q5JXN8;Q5JXN9;Q5JXP4;Q6UDQ1;Q8IUR4;Q8TAD9;Q8TAF4;Q9H0Z7;Q9UF37	MBNL3		
Q6ZNC8;A9EDQ5;B4DL59;B4E3J4;Q86XC2;Q8N9R5	MBOAT1		
Q6ZWT7;A9EDR2;Q8NCE7;Q96KY4	MBOAT2		
Q9HCC0;A6NIY9;Q96C27;Q9Y4L7	MCCC2		
P59942;A2AB29;A2RUP7;B0UZB2;Q7RTY2	MCCD1		
P49736;Q14577;Q15023;Q8N2V1;Q969W7;Q96AE1;Q9BRM7	MCM2		
P08235;B0ZBF5;B0ZBF7;Q2NKL1;Q96KQ8;Q96KQ9	NR3C2		
Q9NWR8;A8K4Y3;Q6IAC1	MCUB		
Q96AQ8;Q96JS7;Q9H7F8	MCUR1		
Q8NE86;B2RDF3;B3KXV7;Q96FL3	MCU		
Q86YW9;Q96PC7;Q96PC8;Q9H9M5;Q9HCD7;Q9UI69	MED12L		
Q71F56;A1L469;Q68DN4;Q9H8C0;Q9NSY9;Q9UFD8;Q9UPX5	MED13L		
Q9BTT4;C6G491	MED10		
Q15648;A2RRQ6;O43810;O75447;Q6P9H7;Q6PK58;Q9HD39	MED1		
O75586;B4DU17;B4E2P0;O15401;Q53FE3;Q53HJ3;Q6FHQ4;Q9BTH1;Q9UHL1	MED6		
Q9BUN1;B2RDU8;Q9NWZ4	MENT		
Q14696;B4DW84;D3DW96;Q969U1	MESD		
Q8N4P3	HDDC3		
Q00266;D3DWD5;Q5QP09	MAT1A		
O75121;A8K1X6;D3DP35;Q4W5N7;Q4W5N9;Q6TNA8;Q9BVE1;Q9BXK0	MFAP3L		
Q8IWA4;A0A0C4DFN1;B2RAR1;D3DNR6;O15323;O60639;Q9BZB5;Q9NWQ2	MFN1		
O95140;A8K1B3;O95572;Q5JXC3;Q5JXC4;Q9H131;Q9NSX8	MFN2		
P16455;Q5VY78	MGMT		
Q96A72	MAGOHB		
Q9BRQ6;D6R9U0;D6RIB4;H8Y0Y7	CHCHD6		
Q9BUR5;B2R4K9;Q9H3J9	APOO		
Q6UXV4;Q3KNU7;Q5H9D1	APOOL		
Q5JXC2;C0KL22;Q96HU6;Q9H839;Q9HA00	MIIP		
Q8N3F8;Q5TI16;Q7RTP5;Q8N3N8;Q9BVL9;Q9BY92;Q9UH43;Q9UH44;Q9UH45	MICALL1		
Q75NE6;A4QMU7;Q75NE7	MIR17HG		
Q8IXI2;A4FVB6;A6NFV0;B4DG48;J9JIH9;Q6NUR3;Q6P9F8;Q6PJG1;Q6YMW8;Q86UB0;Q8IW28;Q8IXJ7;Q9H067;Q9H9N8;Q9NUZ2	RHOT1		
Q9UHC7;A4D1T7;B3KXB4;Q256Y7;Q59G11;Q6GSF1;Q9H0G0;Q9UEZ7;Q9UHW2	MKRN1		
Q9H000;A6NIA2;B3KRC5;B4DPR4;Q8N391;Q96BD4;Q9BUY2;Q9NRY1	MKRN2		
Q13064	MKRN3		
P40692;B4DI13;B4DQ11;E9PCU2	MLH1		
Q9UHC1;P49751;Q56DK9;Q9P292;Q9UHC0	MLH3		
Q495T6;B9DI79;Q495T7;Q495T8;Q5SZS6;Q96PH9	MMEL1		
Q96T76;B0QZ75;B3KPE5;B4DQX2;B4E2I3;D3DR55;F8W9Y2;Q17RZ8;Q5T455;Q66K82;Q7L4W8;Q969Z1;Q96DF1;Q96MR1;Q96RK5;Q96SK1;Q9BUE2;Q9BYS9	MMS19		
Q6ZRQ5;D6R9Y8;D6RBQ4;E1P529;Q5THT2;Q68CQ6;Q68D32	MMS22L		
Q8TD46;B3KWZ9;E9PCM9;Q52LJ7;Q6IS95;Q6UW94;Q6WHB8;Q8TD44;Q8TD45;Q8TD52	CD200R1		
Q6Q8B3;Q6WHB7	CD200R1L		
Q9H8S9;Q53S34;Q9H3T5;Q9HAI0;Q9NVE2	MOB1A		
Q7L9L4;B2R8U6;B4DRY3;Q8IY23	MOB1B		
Q9H3H1;A1A4X7;Q3T7B5;Q5QPK5;Q5QPK6;Q6IAC9;Q96FJ3;Q96L45;Q9NXT7	TRIT1		
Q2KHM9;A8KA11;B7Z479;O94853;Q05D97;Q2KHN0;Q9UG45	KIAA0753		
O15427;B3KXG8;Q2M1P8	SLC16A3		
O15374;A8K3V5;B2R9C9;B4DJ67;B4DPX7;E7EPY8;G3V175;Q5T612;Q8WU09	SLC16A4		
O15375;B4E288	SLC16A5		
O15403;Q6P1X3	SLC16A6		
P36021;Q7Z797	SLC16A2		
Q7RTY1;Q6ZMI2;Q9UFH8	SLC16A9		
Q2M385;Q2M1T6;Q8TEF8	MPEG1		
O95297;B2REB9;B2REC0;Q5R332;Q8IX11;Q9BWZ3;Q9NYK4;Q9UL20	MPZL1		
O60487;A8K2R1	MPZL2		
Q6UWV2;A8K025;B4DLD5;B4E2I8	MPZL3		
Q9UI43;Q24JR8	MRM2		
Q9HC36;Q53GN1;Q86VC3;Q96F76;Q9NVQ5	MRM3		
Q9NYP9;B2R562;Q542Z0	MIS18A		
A6NI15	MSGN1		
P43246;B4E2Z2;O75488	MSH2		
Q1L6U9	MSMP		
P35548;D3DQN1;Q53XM4;Q9UD60	MSX2		
P25713;Q2V574	MT3		
Q96DY7;B4DUR5;Q9HA89	MTBP		
Q9BV20;Q8NDC9	MRI1		
P42345;Q4LE76;Q5TER1;Q6LE87;Q96QG3;Q9Y4I3	MTOR		
O75648;A8K3U7;Q05C99;Q5W9C8;Q66K31;Q6ICC3;Q9NWC1	TRMU		
Q8N3F0;B8ZZW9;Q8N791;Q8N8M4;Q8NEX2	MTURN		
Q9ULD2;A8K135;B2RBJ6;B3KWJ9;B4DH03;B9EGA1;D3DSP8;Q63HJ6;Q659F4;Q6PK49;Q6URW7;Q8N4M6;Q8WTT9;Q9H7T2	MTUS1		
P20592;B7Z5D3;D3DSI7	MX2		
P23409;B2R898;Q53X80;Q6FHI9	MYF6		
Q9HB07;Q86UA3	MYG1		
P35580;B2RWP9;D3DTS1;F8VTL3;Q12989;Q149N3;Q149N4;Q16087;Q4LE45;Q6PK16;Q9BWG0	MYH10		
P35749;D2JYH7;O00396;O94944;P78422;Q3MIV8;Q3MNF0;Q3MNF1	MYH11		
O00159;Q4LE56;Q6NVJ7;Q86Y95	MYO1C		
O94832;A6H8V3;Q8NHP9	MYO1D		
Q12965;Q14778	MYO1E		
O00160;Q8WWN7	MYO1F		
B0I1T2;Q8TEI9;Q8TES2;Q96BE2;Q96RI5;Q96RI6	MYO1G		
Q5VU43;A0A0A0MRM0;A0A0C4DFQ0;A2RU15;E9PL24;O75042;O75065;Q2YDC1;Q5VU42;Q5VU44;Q5VU45;Q5VU46;Q5VU47;Q5VU48;Q5VU49;Q68DU2;Q6AZ93;Q6PK88;Q86T40;Q86TB2;Q8N3W0;Q8TAY9;Q9HCP2;Q9HCP3;Q9HCP4;Q9HCP5	PDE4DIP		
Q6NSJ0;Q5T587;Q5T588;Q9ULQ9	MYORG		
Q9UBF9;A0A4R6;B4DT79	MYOT		
Q9NP98;Q9H1I7	MYOZ1		
Q9NPC6;O43415;Q9HB92	MYOZ2		
Q9UL68;A7E2C7;B2RP54;Q6IQ17;Q9UPP6	MYT1L		
Q01538;E1P5H0;F5H7M8;O94922;Q7Z5W2;Q9UPV2	MYT1		
Q9H009;Q2VIR9	NACA2		
O15069	NACAD		
E9PAV3	NACA		
O95544;A6NNN3;A8K296;B7Z434;F5GXR5;Q5QPS4;Q9H2P2;Q9H931	NADK		
P43490;A4D0Q9;A4D0R0;Q3KQV0;Q8WW95	NAMPT		
Q8WY41	NANOS1		
Q9UHQ1;A6NCJ3;B3KPX2;K4DI98;Q96AY9;Q9BWC6	NARF		
Q9UHF3;Q0VAD9;Q6NT18	NAT8B		
Q8N9F0	NAT8L		
Q9UHE5;O75839;Q6LEU4;Q96QI8;Q9UQ17	NAT8		
Q9BTE0;B2R7F0;Q9BTD0;Q9Y3T3	NAT9		
Q5TAG4;A0A087WUF1;O95877	NBPF12		
Q5TI25;Q5TI23;Q8IX76;Q9UJI9	NBPF14		
Q8N660;A8MPT6;Q3BBV9;Q5SXJ2;Q8IX77	NBPF15		
A0A087WUL8	NBPF19		
P0DPF2;A0A075B761;A0A087WVA0;A0A087WY26;Q3BBV1;Q3BBW0	NBPF20		
B4DH59	NBPF26		
Q14596;Q13173;Q15026;Q5J7Q8;Q96GB6;Q9NRF7	NBR1		
Q6PIU2;B7Z2K4;B7Z3A1;B7Z5U2;B7Z906;B7ZAW6;F5H7K4;Q86WZ1;Q9P2I4	NCEH1		
P16435;Q16455;Q197M5;Q8N181;Q9H3M8;Q9UDT3	POR		
Q9BTX1;B4DHA3;B4DQQ5;G3XA81;Q8NB76;Q9H9T6;Q9NSG3;Q9NSG4;Q9NVZ7	NDC1		
Q16795;Q14076;Q2NKX0	NDUFA9		
O95299;Q8WXC9	NDUFA10		
P19404;Q9BV41	NDUFV2		
P56181;A8K0M1;J3KNX7;Q6FGD3;Q8WU60;Q9HCR5	NDUFV3		
Q9BR09;Q3KR34	NEURL2		
Q96EH8	NEURL3		
Q96JN8;Q6GPI8;Q96IU9;Q9H0B0	NEURL4		
Q9BYT8;Q9ULJ4	NLN		
Q9Y221;B2RD04;Q9NZZ0	NIP7		
Q7RTP0;B2RA76;Q5HYA9;Q7KZB0;Q86XW4	NIPA1		
P29371;Q0P510	TACR3		
Q4KMZ8;A2VDJ3;B7Z5F5;B7Z5W9;Q9H9M7	NKAIN1		
Q5VXU1;Q8IYR4;Q8TF67	NKAIN2		
Q8N8D7	NKAIN3		
Q8IVV8;Q4VXQ6;Q9BQU8;Q9BQU9	NKAIN4		
Q8N0W4;Q6UX10;Q9ULG0	NLGN4X		
Q8NFZ3;F5H6W0;Q14D08;Q7Z3T5;Q8N5B6;Q9Y2F8	NLGN4Y		
Q9UBE8;B2RCX1;Q2PNI9;Q6P2A3	NLK		
P28336;E9KL38;Q5VUK8	NMBR		
P08949;Q96A06;Q96HH5	NMB		
Q8IW45;B4DXT4;Q5T9X3;Q9H7W1;Q9NVF5	NAXD		
Q9H8H0;B7Z5V9;Q7L5S1;Q9UG18	NOL11		
Q9UGY1	NOL12		
P46087;A1A4Z3;B3KPD6;Q05BA7;Q0P5S5;Q3KQS4;Q58F30	NOP2		
Q9NZM5;Q9BTC6;Q9HAX6;Q9NPP1;Q9NPR4;Q9UFI2	NOP53		
Q9UNW9;O43267;Q9UEA1	NOVA2		
